user_id,age_group,subscription_type,preferred_device,user_persona
1173,22-25,Premium,Mobile,Weekend Binger
1174,26-30,Basic,Mobile,Casual Scroller
1175,22-25,Basic,Mobile,Casual Scroller
1176,18-21,Basic,Laptop,Casual Scroller
1177,18-21,Free,Mobile,Casual Scroller
1178,22-25,Basic,Mobile,Casual Scroller
1179,22-25,Basic,Laptop,Weekend Binger
1180,22-25,Basic,Laptop,Weekend Binger
1181,22-25,Free,Laptop,Casual Scroller
1182,22-25,Basic,Mobile,Casual Scroller
1183,26-30,Basic,Mobile,Premium Loyalist
1184,18-21,Premium,Mobile,Weekend Binger
1185,22-25,Basic,Mobile,Weekend Binger
1186,18-21,Basic,Mobile,Weekend Binger
1187,18-21,Premium,Laptop,Casual Scroller
1188,18-21,Free,Laptop,Premium Loyalist
1189,26-30,Basic,Laptop,Premium Loyalist
1190,22-25,Free,Mobile,Weekend Binger
1191,22-25,Premium,TV,Casual Scroller
1192,22-25,Basic,Mobile,Weekend Binger
1193,22-25,Premium,Mobile,Premium Loyalist
1194,22-25,Premium,Mobile,Casual Scroller
1195,22-25,Basic,Mobile,Premium Loyalist
1196,22-25,Premium,Mobile,Weekend Binger
1197,22-25,Free,TV,Premium Loyalist
1198,26-30,Basic,Mobile,Weekend Binger
1199,18-21,Basic,Mobile,Weekend Binger
1200,26-30,Basic,Laptop,Premium Loyalist
1201,22-25,Basic,Laptop,Premium Loyalist
1202,22-25,Basic,Mobile,Casual Scroller
1203,18-21,Basic,Laptop,Premium Loyalist
1204,22-25,Premium,Laptop,Casual Scroller
1205,26-30,Basic,Mobile,Casual Scroller
1206,18-21,Basic,Laptop,Premium Loyalist
1207,22-25,Free,Laptop,Premium Loyalist
1208,18-21,Premium,Mobile,Weekend Binger
1209,22-25,Free,TV,Weekend Binger
1210,22-25,Basic,Mobile,Casual Scroller
1211,22-25,Free,TV,Casual Scroller
1212,18-21,Premium,Laptop,Weekend Binger
1213,18-21,Basic,Mobile,Casual Scroller
1214,22-25,Free,Mobile,Premium Loyalist
1215,22-25,Free,Mobile,Weekend Binger
1216,22-25,Basic,Laptop,Weekend Binger
1217,22-25,Basic,Laptop,Casual Scroller
1218,22-25,Premium,Laptop,Weekend Binger
1219,22-25,Basic,Mobile,Casual Scroller
1220,22-25,Basic,Mobile,Premium Loyalist
1221,22-25,Basic,Mobile,Casual Scroller
1222,18-21,Premium,Mobile,Weekend Binger
1223,26-30,Basic,Laptop,Casual Scroller
1224,18-21,Free,Mobile,Weekend Binger
1225,18-21,Premium,TV,Casual Scroller
1226,18-21,Premium,Laptop,Casual Scroller
1227,26-30,Premium,Mobile,Casual Scroller
1228,22-25,Premium,Mobile,Casual Scroller
1229,22-25,Basic,Laptop,Weekend Binger
1230,22-25,Premium,Mobile,Weekend Binger
1231,18-21,Premium,Mobile,Weekend Binger
1232,18-21,Free,TV,Weekend Binger
1233,22-25,Basic,Laptop,Premium Loyalist
1234,18-21,Premium,TV,Weekend Binger
1235,18-21,Premium,Mobile,Casual Scroller
1236,18-21,Premium,Mobile,Premium Loyalist
1237,18-21,Premium,Laptop,Weekend Binger
1238,18-21,Premium,Mobile,Casual Scroller
1239,18-21,Basic,Mobile,Premium Loyalist
1240,18-21,Basic,Laptop,Premium Loyalist
1241,22-25,Basic,Mobile,Premium Loyalist
1242,26-30,Basic,Mobile,Casual Scroller
1243,18-21,Basic,TV,Casual Scroller
1244,18-21,Premium,Mobile,Premium Loyalist
1245,26-30,Basic,Mobile,Weekend Binger
1246,18-21,Premium,Mobile,Premium Loyalist
1247,26-30,Premium,Laptop,Casual Scroller
1248,18-21,Basic,Mobile,Casual Scroller
1249,22-25,Basic,Mobile,Weekend Binger
1250,18-21,Premium,Mobile,Weekend Binger
1251,22-25,Basic,Laptop,Casual Scroller
1252,18-21,Basic,Laptop,Casual Scroller
1253,18-21,Free,Laptop,Weekend Binger
1254,18-21,Premium,Mobile,Weekend Binger
1255,18-21,Basic,Mobile,Casual Scroller
1256,22-25,Basic,Laptop,Casual Scroller
1257,22-25,Free,Mobile,Premium Loyalist
1258,22-25,Premium,Mobile,Casual Scroller
1259,22-25,Free,Mobile,Weekend Binger
1260,22-25,Basic,TV,Premium Loyalist
1261,18-21,Free,Laptop,Casual Scroller
1262,22-25,Premium,TV,Weekend Binger
1263,18-21,Basic,Laptop,Premium Loyalist
1264,26-30,Basic,TV,Weekend Binger
1265,26-30,Basic,TV,Weekend Binger
1266,18-21,Premium,Mobile,Weekend Binger
1267,18-21,Free,TV,Weekend Binger
1268,18-21,Basic,Mobile,Weekend Binger
1269,22-25,Free,Mobile,Casual Scroller
1270,22-25,Premium,Mobile,Casual Scroller
1271,18-21,Basic,Mobile,Weekend Binger
1272,22-25,Premium,Mobile,Weekend Binger
1273,18-21,Premium,Laptop,Weekend Binger
1274,18-21,Premium,Laptop,Weekend Binger
1275,18-21,Basic,Mobile,Weekend Binger
1276,22-25,Basic,Mobile,Weekend Binger
1277,22-25,Basic,Mobile,Weekend Binger
1278,22-25,Basic,Mobile,Casual Scroller
1279,18-21,Basic,Mobile,Weekend Binger
1280,22-25,Premium,Mobile,Casual Scroller
1281,22-25,Free,Mobile,Weekend Binger
1282,22-25,Premium,Mobile,Casual Scroller
1283,22-25,Basic,Mobile,Casual Scroller
1284,18-21,Premium,Laptop,Premium Loyalist
1285,18-21,Basic,TV,Weekend Binger
1286,18-21,Premium,Laptop,Weekend Binger
1287,18-21,Basic,Mobile,Weekend Binger
1288,18-21,Basic,Mobile,Premium Loyalist
1289,18-21,Premium,Mobile,Premium Loyalist
1290,18-21,Free,Mobile,Casual Scroller
1291,26-30,Basic,Mobile,Casual Scroller
1292,22-25,Free,Mobile,Weekend Binger
1293,22-25,Premium,Mobile,Premium Loyalist
1294,22-25,Basic,Mobile,Weekend Binger
1295,22-25,Basic,Laptop,Casual Scroller
1296,18-21,Basic,Mobile,Weekend Binger
1297,26-30,Basic,Mobile,Weekend Binger
1298,18-21,Basic,TV,Weekend Binger
1299,22-25,Basic,Mobile,Weekend Binger
1300,18-21,Basic,Mobile,Casual Scroller
1301,18-21,Premium,Laptop,Premium Loyalist
1302,26-30,Basic,Mobile,Weekend Binger
1303,18-21,Basic,Laptop,Premium Loyalist
1304,22-25,Basic,Mobile,Premium Loyalist
1305,22-25,Basic,TV,Weekend Binger
1306,18-21,Basic,Mobile,Premium Loyalist
1307,22-25,Premium,Mobile,Casual Scroller
1308,26-30,Basic,Mobile,Weekend Binger
1309,18-21,Premium,Mobile,Weekend Binger
1310,26-30,Basic,Mobile,Weekend Binger
1311,18-21,Premium,Laptop,Weekend Binger
1312,26-30,Basic,Mobile,Weekend Binger
1313,18-21,Premium,Mobile,Casual Scroller
1314,18-21,Free,Mobile,Weekend Binger
1315,22-25,Basic,Mobile,Weekend Binger
1316,26-30,Premium,Mobile,Weekend Binger
1317,18-21,Premium,Mobile,Premium Loyalist
1318,18-21,Free,Mobile,Casual Scroller
1319,18-21,Premium,Laptop,Weekend Binger
1320,22-25,Basic,Mobile,Weekend Binger
1321,18-21,Basic,Mobile,Weekend Binger
1322,18-21,Basic,Mobile,Casual Scroller
1323,18-21,Basic,Mobile,Casual Scroller
1324,22-25,Basic,Laptop,Casual Scroller
1325,18-21,Free,TV,Premium Loyalist
1326,18-21,Free,Laptop,Casual Scroller
1327,22-25,Basic,Laptop,Casual Scroller
1328,18-21,Free,Mobile,Premium Loyalist
1329,22-25,Basic,Mobile,Weekend Binger
1330,22-25,Free,Mobile,Casual Scroller
1331,18-21,Premium,Mobile,Weekend Binger
1332,26-30,Premium,Mobile,Premium Loyalist
1333,18-21,Premium,Mobile,Weekend Binger
1334,22-25,Basic,Mobile,Casual Scroller
1335,18-21,Basic,TV,Weekend Binger
1336,18-21,Basic,Mobile,Casual Scroller
1337,18-21,Basic,Laptop,Casual Scroller
1338,22-25,Basic,Mobile,Casual Scroller
1339,22-25,Premium,Mobile,Casual Scroller
1340,22-25,Basic,Laptop,Casual Scroller
1341,22-25,Premium,Laptop,Weekend Binger
1342,18-21,Free,Mobile,Casual Scroller
1343,22-25,Basic,Laptop,Weekend Binger
1344,18-21,Premium,Laptop,Weekend Binger
1345,22-25,Free,Mobile,Casual Scroller
1346,22-25,Basic,Mobile,Casual Scroller
1347,18-21,Basic,Laptop,Weekend Binger
1348,18-21,Premium,Laptop,Weekend Binger
1349,18-21,Premium,Laptop,Weekend Binger
1350,22-25,Basic,Mobile,Weekend Binger
1351,22-25,Premium,Mobile,Casual Scroller
1352,18-21,Basic,Laptop,Casual Scroller
1353,26-30,Premium,Mobile,Weekend Binger
1354,18-21,Basic,Mobile,Casual Scroller
1355,18-21,Basic,TV,Weekend Binger
1356,18-21,Free,Mobile,Casual Scroller
1357,26-30,Basic,Mobile,Premium Loyalist
1358,18-21,Free,Laptop,Premium Loyalist
1359,18-21,Basic,Mobile,Weekend Binger
1360,22-25,Basic,Mobile,Premium Loyalist
1361,18-21,Premium,Mobile,Weekend Binger
1362,18-21,Basic,Mobile,Weekend Binger
1363,18-21,Basic,Mobile,Weekend Binger
1364,22-25,Free,Mobile,Casual Scroller
1365,26-30,Premium,Mobile,Casual Scroller
1366,18-21,Basic,TV,Premium Loyalist
1367,18-21,Premium,Mobile,Premium Loyalist
1368,18-21,Free,Mobile,Premium Loyalist
1369,18-21,Basic,TV,Casual Scroller
1370,22-25,Basic,Mobile,Casual Scroller
1371,22-25,Basic,Mobile,Weekend Binger
1372,22-25,Basic,Mobile,Weekend Binger
1373,22-25,Basic,Mobile,Casual Scroller
1374,26-30,Free,Mobile,Weekend Binger
1375,22-25,Free,Mobile,Casual Scroller
1376,18-21,Premium,Mobile,Premium Loyalist
1377,18-21,Free,Mobile,Casual Scroller
1378,18-21,Premium,Mobile,Casual Scroller
1379,18-21,Basic,Mobile,Premium Loyalist
1380,18-21,Premium,Mobile,Casual Scroller
1381,26-30,Free,Mobile,Casual Scroller
1382,26-30,Basic,Mobile,Weekend Binger
1383,26-30,Basic,Mobile,Weekend Binger
1384,26-30,Free,TV,Weekend Binger
1385,18-21,Basic,Mobile,Weekend Binger
1386,22-25,Premium,TV,Premium Loyalist
1387,26-30,Free,Mobile,Casual Scroller
1388,18-21,Basic,Laptop,Weekend Binger
1389,26-30,Free,Mobile,Weekend Binger
1390,18-21,Basic,Mobile,Weekend Binger
1391,26-30,Basic,Laptop,Weekend Binger
1392,22-25,Premium,Laptop,Casual Scroller
1393,22-25,Premium,Mobile,Casual Scroller
1394,26-30,Premium,Laptop,Premium Loyalist
1395,22-25,Basic,Mobile,Weekend Binger
1396,18-21,Premium,Laptop,Premium Loyalist
1397,18-21,Free,Mobile,Casual Scroller
1398,22-25,Basic,Mobile,Weekend Binger
1399,22-25,Basic,TV,Premium Loyalist
1400,26-30,Premium,Mobile,Weekend Binger
1401,18-21,Basic,TV,Weekend Binger
1402,18-21,Free,TV,Premium Loyalist
1403,22-25,Basic,Mobile,Casual Scroller
1404,18-21,Premium,Mobile,Weekend Binger
1405,18-21,Free,Mobile,Premium Loyalist
1406,26-30,Basic,Laptop,Casual Scroller
1407,18-21,Basic,Mobile,Casual Scroller
1408,22-25,Basic,Mobile,Casual Scroller
1409,22-25,Basic,Mobile,Casual Scroller
1410,18-21,Basic,Mobile,Premium Loyalist
1411,18-21,Basic,Mobile,Casual Scroller
1412,22-25,Premium,TV,Weekend Binger
1413,18-21,Premium,Mobile,Casual Scroller
1414,22-25,Basic,TV,Weekend Binger
1415,22-25,Free,Mobile,Casual Scroller
1416,18-21,Premium,Laptop,Weekend Binger
1417,22-25,Basic,TV,Premium Loyalist
1418,26-30,Basic,Mobile,Weekend Binger
1419,22-25,Premium,Mobile,Casual Scroller
1420,26-30,Premium,Mobile,Weekend Binger
1421,26-30,Free,Laptop,Casual Scroller
1422,22-25,Premium,Mobile,Weekend Binger
1423,22-25,Free,Mobile,Weekend Binger
1424,18-21,Basic,Mobile,Weekend Binger
1425,22-25,Premium,TV,Casual Scroller
1426,18-21,Basic,Laptop,Casual Scroller
1427,18-21,Basic,Mobile,Casual Scroller
1428,18-21,Premium,Mobile,Weekend Binger
1429,22-25,Basic,Mobile,Weekend Binger
1430,22-25,Basic,Mobile,Weekend Binger
1431,22-25,Premium,Mobile,Casual Scroller
1432,22-25,Basic,Mobile,Casual Scroller
1433,22-25,Premium,Mobile,Casual Scroller
1434,22-25,Premium,TV,Weekend Binger
1435,18-21,Free,Mobile,Weekend Binger
1436,22-25,Basic,Mobile,Casual Scroller
1437,18-21,Free,Mobile,Premium Loyalist
1438,22-25,Basic,Mobile,Weekend Binger
1439,22-25,Basic,TV,Casual Scroller
1440,18-21,Basic,TV,Casual Scroller
1441,18-21,Basic,Mobile,Weekend Binger
1442,18-21,Premium,Mobile,Weekend Binger
1443,18-21,Basic,Laptop,Weekend Binger
1444,22-25,Basic,TV,Casual Scroller
1445,26-30,Free,Mobile,Casual Scroller
1446,26-30,Basic,Mobile,Weekend Binger
1447,18-21,Basic,TV,Weekend Binger
1448,22-25,Basic,TV,Weekend Binger
1449,18-21,Premium,Mobile,Casual Scroller
1450,22-25,Basic,Laptop,Casual Scroller
1451,18-21,Basic,Mobile,Weekend Binger
1452,22-25,Basic,Laptop,Casual Scroller
1453,18-21,Basic,Mobile,Weekend Binger
1454,26-30,Premium,Mobile,Casual Scroller
1455,26-30,Premium,Mobile,Casual Scroller
1456,18-21,Premium,Mobile,Weekend Binger
1457,26-30,Basic,Laptop,Casual Scroller
1458,18-21,Free,Mobile,Weekend Binger
1459,22-25,Premium,Mobile,Premium Loyalist
1460,26-30,Free,Mobile,Weekend Binger
1461,22-25,Premium,Mobile,Weekend Binger
1462,26-30,Free,Mobile,Casual Scroller
1463,18-21,Premium,Mobile,Weekend Binger
1464,22-25,Basic,Mobile,Casual Scroller
1465,18-21,Free,TV,Casual Scroller
1466,22-25,Basic,Mobile,Weekend Binger
1467,26-30,Basic,Mobile,Weekend Binger
1468,26-30,Basic,Mobile,Casual Scroller
1469,26-30,Basic,Mobile,Casual Scroller
1470,18-21,Free,Mobile,Casual Scroller
1471,26-30,Free,Mobile,Weekend Binger
1472,18-21,Premium,Mobile,Weekend Binger
1473,18-21,Free,Mobile,Casual Scroller
1474,18-21,Premium,Laptop,Casual Scroller
1475,22-25,Basic,Mobile,Weekend Binger
1476,18-21,Free,Mobile,Weekend Binger
1477,18-21,Free,Mobile,Weekend Binger
1478,18-21,Premium,Mobile,Weekend Binger
1479,22-25,Basic,Mobile,Casual Scroller
1480,18-21,Basic,Mobile,Weekend Binger
1481,22-25,Premium,Mobile,Weekend Binger
1482,22-25,Basic,Laptop,Casual Scroller
1483,22-25,Basic,Mobile,Casual Scroller
1484,18-21,Basic,Laptop,Weekend Binger
1485,18-21,Basic,Mobile,Weekend Binger
1486,26-30,Free,Mobile,Casual Scroller
1487,22-25,Premium,Laptop,Weekend Binger
1488,26-30,Basic,Laptop,Weekend Binger
1489,26-30,Premium,Mobile,Weekend Binger
1490,22-25,Free,Mobile,Casual Scroller
1491,18-21,Premium,Mobile,Premium Loyalist
1492,22-25,Free,Laptop,Casual Scroller
1493,22-25,Premium,TV,Casual Scroller
1494,18-21,Free,Mobile,Weekend Binger
1495,18-21,Premium,Mobile,Premium Loyalist
1496,18-21,Basic,Mobile,Weekend Binger
1497,18-21,Basic,Mobile,Premium Loyalist
1498,18-21,Premium,Mobile,Weekend Binger
1499,26-30,Basic,Mobile,Casual Scroller
1500,26-30,Basic,Mobile,Premium Loyalist
1501,22-25,Premium,Laptop,Weekend Binger
1502,18-21,Premium,Mobile,Weekend Binger
1503,18-21,Basic,Mobile,Premium Loyalist
1504,18-21,Basic,Mobile,Casual Scroller
1505,18-21,Premium,Laptop,Premium Loyalist
1506,26-30,Free,Mobile,Casual Scroller
1507,26-30,Basic,TV,Casual Scroller
1508,22-25,Basic,Mobile,Casual Scroller
1509,22-25,Basic,Mobile,Weekend Binger
1510,22-25,Basic,Mobile,Casual Scroller
1511,26-30,Basic,Mobile,Casual Scroller
1512,18-21,Free,Mobile,Casual Scroller
1513,18-21,Premium,Laptop,Weekend Binger
1514,26-30,Premium,Laptop,Weekend Binger
1515,18-21,Basic,Laptop,Premium Loyalist
1516,18-21,Basic,Mobile,Casual Scroller
1517,26-30,Free,Mobile,Casual Scroller
1518,26-30,Premium,Mobile,Casual Scroller
1519,26-30,Basic,Mobile,Casual Scroller
1520,26-30,Basic,Mobile,Premium Loyalist
1521,22-25,Premium,TV,Weekend Binger
1522,22-25,Basic,Mobile,Premium Loyalist
1523,18-21,Free,Laptop,Casual Scroller
1524,22-25,Basic,Laptop,Casual Scroller
1525,18-21,Basic,Mobile,Casual Scroller
1526,22-25,Basic,Laptop,Casual Scroller
1527,18-21,Basic,Laptop,Casual Scroller
1528,18-21,Basic,Mobile,Casual Scroller
1529,22-25,Premium,TV,Casual Scroller
1530,22-25,Premium,Mobile,Casual Scroller
1531,18-21,Basic,Mobile,Weekend Binger
1532,26-30,Basic,TV,Casual Scroller
1533,22-25,Basic,Mobile,Weekend Binger
1534,22-25,Basic,Mobile,Weekend Binger
1535,26-30,Basic,Mobile,Casual Scroller
1536,18-21,Free,Mobile,Casual Scroller
1537,26-30,Free,TV,Casual Scroller
1538,18-21,Basic,Mobile,Weekend Binger
1539,22-25,Premium,Mobile,Premium Loyalist
1540,26-30,Basic,Laptop,Premium Loyalist
1541,18-21,Free,Mobile,Casual Scroller
1542,18-21,Basic,Laptop,Weekend Binger
1543,22-25,Free,Mobile,Premium Loyalist
1544,18-21,Premium,Mobile,Weekend Binger
1545,22-25,Basic,Mobile,Weekend Binger
1546,26-30,Premium,Laptop,Premium Loyalist
1547,18-21,Basic,Mobile,Casual Scroller
1548,26-30,Free,TV,Casual Scroller
1549,18-21,Basic,Mobile,Casual Scroller
1550,18-21,Basic,Mobile,Weekend Binger
1551,18-21,Basic,Laptop,Casual Scroller
1552,22-25,Premium,Laptop,Premium Loyalist
1553,22-25,Basic,Laptop,Casual Scroller
1554,22-25,Basic,Mobile,Casual Scroller
1555,22-25,Free,Mobile,Casual Scroller
1556,22-25,Premium,Mobile,Weekend Binger
1557,26-30,Premium,Mobile,Weekend Binger
1558,18-21,Premium,Mobile,Casual Scroller
1559,18-21,Premium,Laptop,Casual Scroller
1560,26-30,Basic,TV,Premium Loyalist
1561,22-25,Premium,Mobile,Weekend Binger
1562,22-25,Premium,Mobile,Weekend Binger
1563,26-30,Free,Laptop,Casual Scroller
1564,22-25,Premium,Laptop,Casual Scroller
1565,22-25,Free,Mobile,Casual Scroller
1566,18-21,Basic,Mobile,Weekend Binger
1567,18-21,Premium,Laptop,Weekend Binger
1568,18-21,Basic,Mobile,Weekend Binger
1569,22-25,Basic,TV,Weekend Binger
1570,18-21,Basic,Mobile,Weekend Binger
1571,18-21,Basic,Mobile,Casual Scroller
1572,22-25,Basic,Laptop,Casual Scroller
1573,26-30,Premium,Laptop,Casual Scroller
1574,26-30,Premium,Mobile,Premium Loyalist
1575,18-21,Free,Mobile,Weekend Binger
1576,26-30,Free,Mobile,Weekend Binger
1577,22-25,Premium,Mobile,Weekend Binger
1578,22-25,Basic,Mobile,Casual Scroller
1579,22-25,Basic,Mobile,Casual Scroller
1580,18-21,Free,Laptop,Premium Loyalist
1581,18-21,Premium,Laptop,Weekend Binger
1582,18-21,Basic,Mobile,Casual Scroller
1583,18-21,Premium,Mobile,Weekend Binger
1584,22-25,Premium,TV,Premium Loyalist
1585,22-25,Premium,TV,Casual Scroller
1586,18-21,Premium,Mobile,Weekend Binger
1587,22-25,Basic,Mobile,Casual Scroller
1588,18-21,Basic,Mobile,Weekend Binger
1589,22-25,Premium,Mobile,Premium Loyalist
1590,22-25,Basic,TV,Casual Scroller
1591,18-21,Premium,Laptop,Casual Scroller
1592,22-25,Basic,Laptop,Weekend Binger
1593,18-21,Basic,Mobile,Weekend Binger
1594,26-30,Free,Mobile,Casual Scroller
1595,26-30,Free,Laptop,Casual Scroller
1596,18-21,Premium,Mobile,Casual Scroller
1597,26-30,Basic,Mobile,Casual Scroller
1598,18-21,Basic,Mobile,Weekend Binger
1599,18-21,Basic,TV,Weekend Binger
1600,18-21,Basic,TV,Casual Scroller
1601,22-25,Premium,Laptop,Weekend Binger
1602,26-30,Basic,Mobile,Premium Loyalist
1603,18-21,Basic,Laptop,Casual Scroller
1604,22-25,Basic,TV,Casual Scroller
1605,18-21,Basic,Mobile,Weekend Binger
1606,22-25,Basic,Laptop,Casual Scroller
1607,22-25,Premium,Mobile,Casual Scroller
1608,18-21,Basic,Mobile,Casual Scroller
1609,18-21,Premium,Mobile,Weekend Binger
1610,26-30,Premium,Laptop,Weekend Binger
1611,22-25,Premium,Mobile,Weekend Binger
1612,22-25,Premium,Laptop,Casual Scroller
1613,22-25,Basic,Laptop,Weekend Binger
1614,18-21,Premium,Laptop,Weekend Binger
1615,22-25,Premium,TV,Weekend Binger
1616,22-25,Premium,Mobile,Casual Scroller
1617,22-25,Basic,Mobile,Casual Scroller
1618,18-21,Basic,Mobile,Weekend Binger
1619,26-30,Basic,Mobile,Premium Loyalist
1620,18-21,Basic,Laptop,Casual Scroller
1621,18-21,Free,Mobile,Weekend Binger
1622,18-21,Basic,Mobile,Weekend Binger
1623,22-25,Premium,Mobile,Casual Scroller
1624,18-21,Free,TV,Weekend Binger
1625,26-30,Free,Mobile,Casual Scroller
1626,18-21,Basic,Mobile,Weekend Binger
1627,18-21,Basic,Mobile,Casual Scroller
1628,18-21,Basic,Mobile,Weekend Binger
1629,22-25,Basic,Mobile,Weekend Binger
1630,22-25,Basic,Mobile,Premium Loyalist
1631,18-21,Basic,TV,Premium Loyalist
1632,22-25,Basic,Mobile,Weekend Binger
1633,18-21,Free,Mobile,Casual Scroller
1634,22-25,Basic,Mobile,Casual Scroller
1635,22-25,Free,Mobile,Weekend Binger
1636,18-21,Free,Mobile,Casual Scroller
1637,18-21,Basic,Mobile,Casual Scroller
1638,22-25,Basic,Laptop,Weekend Binger
1639,18-21,Premium,Mobile,Casual Scroller
1640,18-21,Free,Laptop,Casual Scroller
1641,18-21,Premium,Mobile,Premium Loyalist
1642,26-30,Premium,TV,Casual Scroller
1643,26-30,Basic,Laptop,Weekend Binger
1644,18-21,Premium,Mobile,Casual Scroller
1645,18-21,Basic,TV,Casual Scroller
1646,26-30,Basic,Mobile,Weekend Binger
1647,18-21,Premium,Mobile,Weekend Binger
1648,18-21,Premium,Mobile,Weekend Binger
1649,18-21,Premium,Laptop,Weekend Binger
1650,22-25,Basic,Mobile,Weekend Binger
1651,18-21,Premium,Mobile,Weekend Binger
1652,18-21,Basic,Mobile,Weekend Binger
1653,18-21,Free,Mobile,Weekend Binger
1654,18-21,Basic,Laptop,Weekend Binger
1655,22-25,Free,Laptop,Weekend Binger
1656,22-25,Basic,Mobile,Casual Scroller
1657,26-30,Premium,Mobile,Weekend Binger
1658,18-21,Premium,Mobile,Weekend Binger
1659,18-21,Basic,Mobile,Weekend Binger
1660,18-21,Free,Mobile,Weekend Binger
1661,18-21,Premium,Mobile,Casual Scroller
1662,26-30,Basic,Mobile,Casual Scroller
1663,26-30,Basic,Laptop,Casual Scroller
1664,18-21,Basic,Laptop,Weekend Binger
1665,22-25,Premium,Mobile,Weekend Binger
1666,26-30,Premium,Mobile,Casual Scroller
1667,18-21,Free,Mobile,Casual Scroller
1668,26-30,Premium,TV,Casual Scroller
1669,22-25,Premium,Laptop,Weekend Binger
1670,18-21,Premium,Mobile,Casual Scroller
1671,26-30,Basic,Mobile,Casual Scroller
1672,18-21,Premium,Laptop,Casual Scroller
1673,18-21,Basic,Mobile,Casual Scroller
1674,18-21,Premium,Mobile,Weekend Binger
1675,18-21,Free,Mobile,Weekend Binger
1676,18-21,Basic,Mobile,Weekend Binger
1677,26-30,Premium,Laptop,Premium Loyalist
1678,18-21,Basic,Mobile,Weekend Binger
1679,26-30,Basic,Mobile,Weekend Binger
1680,18-21,Premium,Mobile,Casual Scroller
1681,18-21,Free,TV,Weekend Binger
1682,18-21,Free,Laptop,Weekend Binger
1683,26-30,Free,Laptop,Weekend Binger
1684,18-21,Basic,Laptop,Premium Loyalist
1685,18-21,Basic,TV,Casual Scroller
1686,26-30,Free,Mobile,Weekend Binger
1687,18-21,Basic,Laptop,Weekend Binger
1688,18-21,Free,Laptop,Casual Scroller
1689,22-25,Free,Mobile,Casual Scroller
1690,18-21,Free,Mobile,Weekend Binger
1691,22-25,Basic,Laptop,Weekend Binger
1692,22-25,Premium,TV,Casual Scroller
1693,22-25,Premium,Mobile,Premium Loyalist
1694,26-30,Premium,Mobile,Casual Scroller
1695,18-21,Free,Laptop,Casual Scroller
1696,22-25,Premium,Laptop,Casual Scroller
1697,18-21,Premium,Mobile,Weekend Binger
1698,18-21,Basic,Mobile,Weekend Binger
1699,22-25,Free,Mobile,Casual Scroller
1700,18-21,Basic,Mobile,Weekend Binger
1701,26-30,Basic,TV,Casual Scroller
1702,18-21,Premium,Laptop,Casual Scroller
1703,18-21,Basic,Laptop,Casual Scroller
1704,18-21,Premium,Mobile,Casual Scroller
1705,18-21,Premium,Mobile,Weekend Binger
1706,26-30,Premium,TV,Casual Scroller
1707,26-30,Basic,Laptop,Casual Scroller
1708,18-21,Premium,Laptop,Casual Scroller
1709,18-21,Basic,TV,Casual Scroller
1710,22-25,Free,TV,Premium Loyalist
1711,18-21,Basic,Mobile,Casual Scroller
1712,18-21,Basic,Laptop,Weekend Binger
1713,18-21,Basic,Mobile,Casual Scroller
1714,18-21,Free,Mobile,Casual Scroller
1715,18-21,Basic,TV,Casual Scroller
1716,18-21,Basic,Mobile,Weekend Binger
1717,18-21,Premium,Mobile,Weekend Binger
1718,18-21,Basic,Mobile,Weekend Binger
1719,22-25,Basic,Mobile,Casual Scroller
1720,18-21,Basic,Mobile,Casual Scroller
1721,22-25,Basic,Mobile,Casual Scroller
1722,18-21,Free,TV,Weekend Binger
1723,22-25,Free,TV,Casual Scroller
1724,22-25,Basic,Mobile,Casual Scroller
1725,18-21,Premium,Mobile,Weekend Binger
1726,18-21,Basic,Laptop,Premium Loyalist
1727,26-30,Basic,Mobile,Casual Scroller
1728,18-21,Basic,Mobile,Premium Loyalist
1729,22-25,Basic,Laptop,Casual Scroller
1730,22-25,Free,TV,Weekend Binger
1731,18-21,Basic,Mobile,Casual Scroller
1732,18-21,Basic,Laptop,Weekend Binger
1733,18-21,Free,Mobile,Premium Loyalist
1734,22-25,Free,Mobile,Weekend Binger
1735,18-21,Free,Mobile,Casual Scroller
1736,18-21,Basic,Mobile,Weekend Binger
1737,22-25,Basic,Mobile,Weekend Binger
1738,18-21,Premium,Laptop,Weekend Binger
1739,18-21,Basic,Laptop,Casual Scroller
1740,22-25,Basic,Mobile,Casual Scroller
1741,18-21,Premium,Mobile,Casual Scroller
1742,18-21,Premium,Mobile,Weekend Binger
1743,22-25,Premium,Mobile,Casual Scroller
1744,18-21,Premium,Laptop,Casual Scroller
1745,22-25,Premium,Laptop,Casual Scroller
1746,18-21,Premium,Mobile,Casual Scroller
1747,18-21,Premium,TV,Weekend Binger
1748,22-25,Premium,Laptop,Casual Scroller
1749,18-21,Premium,Mobile,Casual Scroller
1750,18-21,Free,Mobile,Weekend Binger
1751,18-21,Free,TV,Weekend Binger
1752,22-25,Premium,Mobile,Weekend Binger
1753,18-21,Free,TV,Casual Scroller
1754,18-21,Basic,Mobile,Weekend Binger
1755,22-25,Premium,Mobile,Casual Scroller
1756,18-21,Premium,Mobile,Weekend Binger
1757,18-21,Premium,Laptop,Weekend Binger
1758,18-21,Free,Mobile,Casual Scroller
1759,26-30,Basic,Mobile,Premium Loyalist
1760,18-21,Free,TV,Weekend Binger
1761,22-25,Basic,Laptop,Weekend Binger
