user_id,content_id,watch_minutes,session_date,is_binge,show_id,primary_genre,content_category,is_mature,age_group,subscription_type,preferred_device,user_persona
3187,s5190,145,2025-04-23,1,s5190,Children & Family Movies,Short-form,False,18-21,Basic,Mobile,Casual Scroller
2484,s3257,153,2025-02-11,1,s3257,Stand-Up Comedy,Short-form,True,22-25,Basic,Laptop,Casual Scroller
2994,s5661,134,2025-02-20,1,s5661,Stand-Up Comedy,Short-form,False,22-25,Premium,Mobile,Casual Scroller
3202,s8445,147,2025-01-15,1,s8445,Comedies,Short-form,False,22-25,Free,Laptop,Casual Scroller
2575,s3934,50,2025-11-05,0,s3934,Action & Adventure,Short-form,False,26-30,Basic,Mobile,Casual Scroller
3952,s5416,30,2025-03-06,0,s5416,Action & Adventure,Short-form,True,18-21,Premium,TV,Casual Scroller
2438,s1874,7,2025-04-14,0,s1874,TV Dramas,Binge-worthy,True,18-21,Basic,Mobile,Weekend Binger
1391,s5099,169,2025-01-29,1,s5099,Anime Series,Binge-worthy,False,26-30,Basic,Laptop,Weekend Binger
3844,s4764,150,2025-03-23,1,s4764,International TV Shows,Binge-worthy,True,18-21,Free,Mobile,Premium Loyalist
2145,s2192,128,2025-08-06,1,s2192,Dramas,Short-form,True,18-21,Basic,Mobile,Casual Scroller
3322,s5017,20,2025-03-14,0,s5017,Movies,Short-form,True,18-21,Free,Mobile,Weekend Binger
2751,s7127,142,2025-11-05,1,s7127,Dramas,Short-form,True,22-25,Basic,Mobile,Weekend Binger
4303,s4032,171,2025-01-11,1,s4032,Action & Adventure,Short-form,False,22-25,Free,Mobile,Premium Loyalist
1161,s4618,18,2025-12-12,0,s4618,Dramas,Short-form,True,18-21,Basic,Laptop,Weekend Binger
4477,s5760,139,2025-02-11,1,s5760,Kids' TV,Binge-worthy,False,26-30,Free,Mobile,Casual Scroller
4510,s8034,51,2025-09-25,0,s8034,Action & Adventure,Short-form,True,26-30,Basic,Laptop,Weekend Binger
37,s1972,152,2025-04-24,1,s1972,Comedies,Short-form,False,22-25,Premium,Mobile,Weekend Binger
890,s372,80,2025-04-16,0,s372,Dramas,Short-form,False,18-21,Premium,Mobile,Weekend Binger
1142,s1503,105,2025-08-01,0,s1503,Stand-Up Comedy,Short-form,True,22-25,Basic,Mobile,Casual Scroller
2744,s3174,112,2025-08-05,0,s3174,Anime Series,Binge-worthy,False,22-25,Premium,Mobile,Casual Scroller
3411,s3962,27,2025-09-21,0,s3962,British TV Shows,Binge-worthy,False,18-21,Premium,Mobile,Weekend Binger
528,s3084,81,2025-05-22,0,s3084,Kids' TV,Binge-worthy,False,18-21,Free,TV,Premium Loyalist
3098,s890,133,2025-06-21,1,s890,Dramas,Short-form,True,18-21,Free,Mobile,Casual Scroller
4516,s8803,21,2025-12-18,0,s8803,Cult Movies,Short-form,True,18-21,Basic,TV,Weekend Binger
4876,s1198,139,2025-10-29,1,s1198,Dramas,Short-form,False,18-21,Premium,Mobile,Premium Loyalist
247,s5902,25,2025-10-27,0,s5902,Documentaries,Short-form,False,18-21,Free,TV,Weekend Binger
3689,s1835,127,2025-05-17,1,s1835,International TV Shows,Binge-worthy,False,18-21,Premium,Mobile,Casual Scroller
3708,s3441,132,2025-07-10,1,s3441,Reality TV,Binge-worthy,True,18-21,Free,Mobile,Weekend Binger
3374,s5722,74,2025-12-04,0,s5722,Stand-Up Comedy,Short-form,True,22-25,Basic,Mobile,Weekend Binger
4614,s4755,126,2025-01-24,1,s4755,International TV Shows,Binge-worthy,True,26-30,Premium,Laptop,Weekend Binger
475,s8694,37,2025-09-08,0,s8694,Dramas,Short-form,False,26-30,Basic,Mobile,Casual Scroller
128,s4268,23,2025-10-06,0,s4268,Comedies,Short-form,True,22-25,Free,TV,Weekend Binger
657,s6249,169,2025-11-12,1,s6249,Classic Movies,Short-form,True,18-21,Basic,Mobile,Casual Scroller
1754,s1156,62,2025-02-28,0,s1156,Documentaries,Short-form,False,18-21,Basic,Mobile,Weekend Binger
4851,s2533,151,2025-01-28,1,s2533,Dramas,Short-form,False,18-21,Free,Mobile,Weekend Binger
4888,s6820,169,2025-06-05,1,s6820,Dramas,Short-form,True,18-21,Basic,Mobile,Weekend Binger
643,s676,105,2025-09-13,0,s676,International TV Shows,Binge-worthy,True,18-21,Basic,Mobile,Weekend Binger
3895,s6048,131,2025-04-16,1,s6048,Documentaries,Short-form,False,26-30,Free,Laptop,Premium Loyalist
2330,s811,59,2025-11-01,0,s811,Action & Adventure,Short-form,False,22-25,Premium,Laptop,Casual Scroller
875,s4931,54,2025-12-12,0,s4931,Kids' TV,Binge-worthy,False,18-21,Premium,Mobile,Weekend Binger
4636,s8244,128,2025-09-12,1,s8244,International TV Shows,Binge-worthy,False,18-21,Basic,Mobile,Casual Scroller
1316,s446,168,2025-08-26,1,s446,Dramas,Short-form,True,26-30,Premium,Mobile,Weekend Binger
2394,s1175,140,2025-03-20,1,s1175,International TV Shows,Binge-worthy,False,22-25,Free,Laptop,Casual Scroller
547,s2743,140,2025-09-01,1,s2743,British TV Shows,Binge-worthy,True,18-21,Premium,Mobile,Weekend Binger
3449,s6127,24,2025-10-22,0,s6127,Kids' TV,Binge-worthy,False,26-30,Premium,Laptop,Weekend Binger
606,s7960,95,2025-03-30,0,s7960,Children & Family Movies,Short-form,False,22-25,Premium,Mobile,Weekend Binger
4807,s4613,14,2025-11-27,0,s4613,Comedies,Short-form,False,26-30,Basic,Laptop,Casual Scroller
1792,s4259,27,2025-04-03,0,s4259,Documentaries,Short-form,False,22-25,Basic,TV,Casual Scroller
965,s7480,149,2025-02-17,1,s7480,Dramas,Short-form,True,18-21,Basic,Laptop,Premium Loyalist
3856,s4521,56,2025-01-30,0,s4521,Crime TV Shows,Binge-worthy,True,22-25,Basic,Laptop,Weekend Binger
3422,s4368,132,2025-06-02,1,s4368,British TV Shows,Binge-worthy,True,18-21,Basic,TV,Casual Scroller
4217,s7730,13,2025-09-19,0,s7730,Crime TV Shows,Binge-worthy,False,22-25,Premium,Mobile,Casual Scroller
1817,s2572,132,2025-05-18,1,s2572,Stand-Up Comedy,Short-form,False,18-21,Free,Mobile,Weekend Binger
511,s7606,8,2025-07-11,0,s7606,Documentaries,Short-form,False,22-25,Basic,Laptop,Weekend Binger
1664,s8423,6,2025-12-03,0,s8423,Docuseries,Binge-worthy,False,18-21,Basic,Laptop,Weekend Binger
3961,s3852,51,2025-08-08,0,s3852,International TV Shows,Binge-worthy,False,26-30,Basic,Mobile,Premium Loyalist
4093,s6423,87,2025-03-08,0,s6423,Dramas,Short-form,True,26-30,Basic,Laptop,Casual Scroller
4803,s6727,61,2025-03-28,0,s6727,Comedies,Short-form,False,22-25,Premium,Laptop,Premium Loyalist
1114,s2074,66,2025-01-15,0,s2074,TV Comedies,Binge-worthy,False,26-30,Basic,Mobile,Weekend Binger
203,s6762,39,2025-05-21,0,s6762,Documentaries,Short-form,False,22-25,Basic,Mobile,Casual Scroller
2476,s3522,161,2025-03-13,1,s3522,International TV Shows,Binge-worthy,True,22-25,Premium,Laptop,Weekend Binger
2200,s3121,164,2025-10-16,1,s3121,Crime TV Shows,Binge-worthy,True,22-25,Free,Mobile,Weekend Binger
4706,s5063,9,2025-07-03,0,s5063,Stand-Up Comedy,Short-form,True,22-25,Basic,Mobile,Weekend Binger
598,s6230,53,2025-02-11,0,s6230,Dramas,Short-form,True,18-21,Basic,TV,Premium Loyalist
496,s2262,18,2025-07-24,0,s2262,Stand-Up Comedy,Short-form,True,18-21,Premium,Mobile,Casual Scroller
3797,s393,164,2025-12-29,1,s393,Action & Adventure,Short-form,True,18-21,Premium,Mobile,Weekend Binger
888,s1770,90,2025-05-05,0,s1770,Crime TV Shows,Binge-worthy,False,22-25,Free,Laptop,Premium Loyalist
3181,s1708,155,2025-09-08,1,s1708,International Movies,Short-form,False,18-21,Basic,Mobile,Premium Loyalist
2109,s6579,157,2025-06-07,1,s6579,Dramas,Short-form,False,18-21,Premium,Laptop,Casual Scroller
4001,s2854,148,2025-08-16,1,s2854,Stand-Up Comedy,Short-form,True,22-25,Premium,Laptop,Casual Scroller
4909,s986,54,2025-12-30,0,s986,Comedies,Short-form,True,18-21,Basic,TV,Premium Loyalist
3572,s2909,61,2025-04-13,0,s2909,Horror Movies,Short-form,False,18-21,Premium,Mobile,Premium Loyalist
3021,s5269,37,2025-02-15,0,s5269,Stand-Up Comedy,Short-form,False,22-25,Premium,Laptop,Casual Scroller
4513,s7750,44,2025-11-13,0,s7750,Action & Adventure,Short-form,False,26-30,Free,Mobile,Casual Scroller
912,s8053,48,2025-02-20,0,s8053,Action & Adventure,Short-form,False,18-21,Basic,TV,Weekend Binger
2400,s493,114,2025-10-30,0,s493,Dramas,Short-form,False,26-30,Basic,Mobile,Casual Scroller
3816,s5771,51,2025-07-29,0,s5771,Dramas,Short-form,True,18-21,Basic,TV,Casual Scroller
1407,s7747,62,2025-10-21,0,s7747,Dramas,Short-form,True,18-21,Basic,Mobile,Casual Scroller
2885,s7292,169,2025-03-08,1,s7292,Kids' TV,Binge-worthy,False,22-25,Premium,Laptop,Casual Scroller
3387,s6710,8,2025-12-23,0,s6710,International TV Shows,Binge-worthy,False,18-21,Premium,Mobile,Casual Scroller
3756,s3700,11,2025-08-24,0,s3700,Dramas,Short-form,False,22-25,Basic,Laptop,Weekend Binger
2327,s918,82,2025-06-26,0,s918,Documentaries,Short-form,True,18-21,Basic,Mobile,Casual Scroller
3938,s1429,55,2025-08-07,0,s1429,Dramas,Short-form,True,18-21,Free,Mobile,Weekend Binger
349,s21,91,2025-12-19,0,s21,Crime TV Shows,Binge-worthy,False,26-30,Basic,Mobile,Casual Scroller
3960,s5262,25,2025-05-05,0,s5262,Stand-Up Comedy,Short-form,True,18-21,Free,Laptop,Weekend Binger
1421,s7500,62,2025-03-06,0,s7500,Children & Family Movies,Short-form,False,26-30,Free,Laptop,Casual Scroller
1819,s8368,85,2025-01-10,0,s8368,Horror Movies,Short-form,True,18-21,Basic,Mobile,Weekend Binger
806,s3716,152,2025-10-21,1,s3716,Stand-Up Comedy,Short-form,True,22-25,Basic,Mobile,Casual Scroller
3811,s3869,174,2025-05-20,1,s3869,Comedies,Short-form,False,22-25,Basic,TV,Weekend Binger
1707,s1536,20,2025-09-01,0,s1536,International TV Shows,Binge-worthy,True,26-30,Basic,Laptop,Casual Scroller
3880,s6557,37,2025-07-09,0,s6557,International TV Shows,Binge-worthy,False,18-21,Basic,Laptop,Weekend Binger
2434,s5754,144,2025-09-03,1,s5754,Anime Series,Binge-worthy,False,18-21,Basic,TV,Casual Scroller
2963,s3351,80,2025-09-05,0,s3351,Children & Family Movies,Short-form,False,18-21,Free,Mobile,Casual Scroller
3857,s5835,70,2025-05-05,0,s5835,Anime Series,Binge-worthy,False,18-21,Premium,Mobile,Casual Scroller
3381,s2629,22,2025-06-09,0,s2629,British TV Shows,Binge-worthy,True,22-25,Basic,Laptop,Casual Scroller
335,s5073,168,2025-12-19,1,s5073,Comedies,Short-form,False,26-30,Premium,Mobile,Premium Loyalist
2305,s3194,109,2025-08-20,0,s3194,Comedies,Short-form,False,22-25,Basic,Laptop,Premium Loyalist
61,s3749,24,2025-10-09,0,s3749,Crime TV Shows,Binge-worthy,True,22-25,Basic,Mobile,Weekend Binger
1326,s1955,69,2025-07-27,0,s1955,TV Comedies,Binge-worthy,True,18-21,Free,Laptop,Casual Scroller
3618,s4794,10,2025-05-16,0,s4794,Comedies,Short-form,False,18-21,Basic,Mobile,Weekend Binger
2605,s6209,43,2025-06-07,0,s6209,Horror Movies,Short-form,False,18-21,Basic,Mobile,Weekend Binger
1163,s8787,36,2025-09-09,0,s8787,Children & Family Movies,Short-form,False,18-21,Basic,Laptop,Casual Scroller
2361,s183,46,2025-12-03,0,s183,Comedies,Short-form,False,18-21,Basic,Mobile,Weekend Binger
3544,s7027,87,2025-01-31,0,s7027,Action & Adventure,Short-form,True,18-21,Basic,Mobile,Casual Scroller
925,s6199,99,2025-01-05,0,s6199,Docuseries,Binge-worthy,True,18-21,Free,Mobile,Casual Scroller
4545,s5872,145,2025-03-28,1,s5872,Docuseries,Binge-worthy,True,22-25,Premium,Laptop,Casual Scroller
317,s1255,65,2025-01-18,0,s1255,Classic Movies,Short-form,True,22-25,Basic,Laptop,Weekend Binger
3667,s1027,125,2025-03-25,1,s1027,Children & Family Movies,Short-form,False,18-21,Free,Mobile,Casual Scroller
2179,s1768,157,2025-05-02,1,s1768,Dramas,Short-form,False,18-21,Free,Laptop,Premium Loyalist
4151,s7240,32,2025-07-24,0,s7240,Action & Adventure,Short-form,True,22-25,Premium,Mobile,Casual Scroller
630,s5771,172,2025-09-22,1,s5771,Dramas,Short-form,True,18-21,Basic,Mobile,Casual Scroller
2997,s3578,14,2025-06-14,0,s3578,Crime TV Shows,Binge-worthy,True,18-21,Free,TV,Weekend Binger
520,s2116,176,2025-08-06,1,s2116,Comedies,Short-form,True,18-21,Basic,Mobile,Weekend Binger
473,s3613,172,2025-01-10,1,s3613,International TV Shows,Binge-worthy,True,18-21,Free,Mobile,Premium Loyalist
4259,s3265,100,2025-07-08,0,s3265,Dramas,Short-form,True,22-25,Basic,Laptop,Weekend Binger
3560,s584,92,2025-11-12,0,s584,Comedies,Short-form,True,22-25,Basic,TV,Casual Scroller
1343,s1420,60,2025-03-18,0,s1420,British TV Shows,Binge-worthy,True,22-25,Basic,Laptop,Weekend Binger
320,s4006,162,2025-12-02,1,s4006,Dramas,Short-form,True,18-21,Basic,Laptop,Weekend Binger
1963,s7973,64,2025-05-13,0,s7973,Documentaries,Short-form,False,22-25,Premium,Mobile,Weekend Binger
3279,s815,6,2025-08-04,0,s815,Comedies,Short-form,False,18-21,Premium,Laptop,Casual Scroller
2295,s3088,47,2025-10-30,0,s3088,International TV Shows,Binge-worthy,False,22-25,Free,Laptop,Weekend Binger
280,s2915,31,2025-01-22,0,s2915,Comedies,Short-form,True,18-21,Basic,Laptop,Weekend Binger
1621,s834,36,2025-06-14,0,s834,Crime TV Shows,Binge-worthy,True,18-21,Free,Mobile,Weekend Binger
2876,s3618,60,2025-02-04,0,s3618,Stand-Up Comedy,Short-form,True,18-21,Premium,TV,Weekend Binger
4392,s3864,109,2025-04-16,0,s3864,Dramas,Short-form,True,18-21,Free,Mobile,Casual Scroller
3996,s7759,87,2025-03-23,0,s7759,Dramas,Short-form,True,22-25,Premium,Mobile,Weekend Binger
4652,s8254,122,2025-07-23,1,s8254,Comedies,Short-form,False,22-25,Basic,Mobile,Weekend Binger
876,s5431,146,2025-02-23,1,s5431,Stand-Up Comedy,Short-form,True,18-21,Premium,TV,Weekend Binger
2079,s6917,48,2025-10-16,0,s6917,Documentaries,Short-form,False,18-21,Free,Mobile,Casual Scroller
4090,s740,34,2025-03-11,0,s740,Children & Family Movies,Short-form,False,22-25,Basic,Mobile,Weekend Binger
1212,s6733,79,2025-05-30,0,s6733,British TV Shows,Binge-worthy,False,18-21,Premium,Laptop,Weekend Binger
3978,s1677,99,2025-11-01,0,s1677,Dramas,Short-form,False,18-21,Premium,Mobile,Casual Scroller
1111,s3674,85,2025-01-27,0,s3674,International TV Shows,Binge-worthy,False,22-25,Basic,Mobile,Casual Scroller
2853,s3438,99,2025-04-24,0,s3438,Anime Series,Binge-worthy,False,18-21,Basic,Mobile,Casual Scroller
820,s7382,178,2025-06-19,1,s7382,International TV Shows,Binge-worthy,False,26-30,Premium,Mobile,Weekend Binger
4261,s5829,166,2025-08-08,1,s5829,Dramas,Short-form,True,26-30,Free,Mobile,Weekend Binger
4085,s2630,166,2025-03-18,1,s2630,Action & Adventure,Short-form,False,18-21,Basic,Mobile,Weekend Binger
2767,s2003,40,2025-11-28,0,s2003,Docuseries,Binge-worthy,True,22-25,Basic,Laptop,Weekend Binger
1682,s5163,158,2025-08-06,1,s5163,Documentaries,Short-form,False,18-21,Free,Laptop,Weekend Binger
2230,s7513,15,2025-08-05,0,s7513,Dramas,Short-form,False,26-30,Basic,TV,Casual Scroller
1083,s3338,64,2025-07-25,0,s3338,Children & Family Movies,Short-form,False,26-30,Basic,Mobile,Casual Scroller
4304,s4773,91,2025-09-08,0,s4773,International TV Shows,Binge-worthy,False,18-21,Free,Laptop,Weekend Binger
577,s7186,51,2025-01-20,0,s7186,International TV Shows,Binge-worthy,False,22-25,Basic,Laptop,Weekend Binger
441,s3488,152,2025-10-03,1,s3488,Action & Adventure,Short-form,False,22-25,Free,Mobile,Weekend Binger
4244,s2826,125,2025-11-17,1,s2826,Crime TV Shows,Binge-worthy,True,22-25,Basic,Mobile,Weekend Binger
2262,s2409,113,2025-01-07,0,s2409,Crime TV Shows,Binge-worthy,True,22-25,Premium,Mobile,Weekend Binger
2555,s1333,125,2025-09-10,1,s1333,Kids' TV,Binge-worthy,False,18-21,Basic,Mobile,Casual Scroller
2542,s8552,141,2025-08-04,1,s8552,Docuseries,Binge-worthy,False,22-25,Basic,TV,Casual Scroller
1038,s3154,91,2025-09-06,0,s3154,Comedies,Short-form,False,22-25,Basic,Mobile,Weekend Binger
868,s5232,169,2025-05-14,1,s5232,Anime Series,Binge-worthy,False,18-21,Basic,Laptop,Casual Scroller
3460,s2468,110,2025-09-08,0,s2468,Dramas,Short-form,True,22-25,Premium,Mobile,Premium Loyalist
4625,s1382,130,2025-05-24,1,s1382,Comedies,Short-form,False,18-21,Basic,Mobile,Casual Scroller
260,s2281,81,2025-04-06,0,s2281,Comedies,Short-form,True,22-25,Basic,Mobile,Weekend Binger
4420,s478,138,2025-10-29,1,s478,TV Comedies,Binge-worthy,False,26-30,Basic,Mobile,Weekend Binger
1025,s959,156,2025-01-31,1,s959,Dramas,Short-form,False,18-21,Premium,Laptop,Weekend Binger
467,s3594,131,2025-05-20,1,s3594,Dramas,Short-form,False,18-21,Premium,Laptop,Casual Scroller
2415,s4141,140,2025-02-17,1,s4141,Children & Family Movies,Short-form,False,26-30,Basic,Mobile,Casual Scroller
2197,s4603,157,2025-07-01,1,s4603,Comedies,Short-form,False,18-21,Basic,Mobile,Casual Scroller
3943,s2943,9,2025-03-27,0,s2943,International TV Shows,Binge-worthy,False,18-21,Free,Mobile,Casual Scroller
3306,s561,155,2025-11-11,1,s561,Documentaries,Short-form,False,18-21,Basic,Mobile,Casual Scroller
3591,s2114,80,2025-02-04,0,s2114,Docuseries,Binge-worthy,False,26-30,Premium,Mobile,Premium Loyalist
1522,s3678,8,2025-01-27,0,s3678,Kids' TV,Binge-worthy,False,22-25,Basic,Mobile,Premium Loyalist
1800,s4718,107,2025-12-17,0,s4718,Kids' TV,Binge-worthy,False,26-30,Basic,Mobile,Casual Scroller
2828,s1899,69,2025-07-06,0,s1899,Horror Movies,Short-form,True,22-25,Premium,TV,Casual Scroller
2616,s5440,179,2025-02-16,1,s5440,International TV Shows,Binge-worthy,True,18-21,Premium,Mobile,Casual Scroller
916,s3779,110,2025-12-16,0,s3779,TV Comedies,Binge-worthy,False,18-21,Basic,Mobile,Weekend Binger
4748,s5763,18,2025-05-15,0,s5763,International TV Shows,Binge-worthy,False,26-30,Basic,Mobile,Casual Scroller
1420,s6180,176,2025-10-06,1,s6180,Documentaries,Short-form,False,26-30,Premium,Mobile,Weekend Binger
1701,s8783,43,2025-01-13,0,s8783,Comedies,Short-form,False,26-30,Basic,TV,Casual Scroller
1748,s290,112,2025-02-15,0,s290,International TV Shows,Binge-worthy,False,22-25,Premium,Laptop,Casual Scroller
2508,s8212,17,2025-07-08,0,s8212,Horror Movies,Short-form,True,18-21,Basic,Mobile,Casual Scroller
946,s7821,52,2025-01-26,0,s7821,Classic Movies,Short-form,True,22-25,Premium,Mobile,Casual Scroller
4716,s5007,74,2025-03-28,0,s5007,Action & Adventure,Short-form,True,18-21,Basic,Laptop,Weekend Binger
964,s6809,119,2025-03-16,0,s6809,Action & Adventure,Short-form,True,18-21,Basic,Mobile,Premium Loyalist
2029,s4432,167,2025-01-29,1,s4432,Dramas,Short-form,False,22-25,Basic,Mobile,Casual Scroller
1632,s7491,153,2025-05-11,1,s7491,Children & Family Movies,Short-form,False,22-25,Basic,Mobile,Weekend Binger
4189,s6303,25,2025-03-22,0,s6303,Comedies,Short-form,True,18-21,Premium,Mobile,Premium Loyalist
4209,s6582,159,2025-12-23,1,s6582,Children & Family Movies,Short-form,False,18-21,Free,Mobile,Casual Scroller
3789,s8090,100,2025-02-25,0,s8090,Horror Movies,Short-form,True,18-21,Basic,Mobile,Weekend Binger
4261,s5005,72,2025-08-10,0,s5005,Crime TV Shows,Binge-worthy,True,26-30,Free,Mobile,Weekend Binger
146,s6755,165,2025-05-31,1,s6755,Horror Movies,Short-form,True,22-25,Premium,Laptop,Premium Loyalist
4855,s561,147,2025-09-05,1,s561,Documentaries,Short-form,False,18-21,Basic,Laptop,Casual Scroller
1644,s3936,133,2025-03-24,1,s3936,Action & Adventure,Short-form,True,18-21,Premium,Mobile,Casual Scroller
4677,s5964,133,2025-11-07,1,s5964,Dramas,Short-form,False,18-21,Basic,Mobile,Weekend Binger
823,s5387,88,2025-01-29,0,s5387,International TV Shows,Binge-worthy,False,22-25,Free,Mobile,Weekend Binger
2314,s3161,135,2025-06-18,1,s3161,Stand-Up Comedy,Short-form,True,22-25,Premium,Mobile,Premium Loyalist
611,s6008,78,2025-06-09,0,s6008,Dramas,Short-form,True,18-21,Basic,Mobile,Weekend Binger
1074,s7799,109,2025-08-21,0,s7799,Crime TV Shows,Binge-worthy,False,26-30,Basic,TV,Casual Scroller
2292,s92,157,2025-05-01,1,s92,Documentaries,Short-form,False,18-21,Basic,Mobile,Casual Scroller
1054,s3546,25,2025-04-05,0,s3546,Comedies,Short-form,False,18-21,Basic,Mobile,Casual Scroller
3925,s7115,56,2025-02-26,0,s7115,Comedies,Short-form,False,18-21,Basic,TV,Weekend Binger
4670,s5041,54,2025-04-13,0,s5041,Comedies,Short-form,False,22-25,Basic,Mobile,Casual Scroller
968,s6654,135,2025-03-01,1,s6654,Dramas,Short-form,False,26-30,Premium,Laptop,Casual Scroller
3050,s7846,163,2025-08-30,1,s7846,Dramas,Short-form,False,18-21,Free,TV,Casual Scroller
4762,s8639,73,2025-05-22,0,s8639,Comedies,Short-form,True,26-30,Free,TV,Weekend Binger
70,s8093,93,2025-07-04,0,s8093,Documentaries,Short-form,False,22-25,Premium,TV,Casual Scroller
305,s8664,173,2025-01-31,1,s8664,International Movies,Short-form,False,22-25,Free,Mobile,Weekend Binger
4658,s5954,20,2025-10-31,0,s5954,Children & Family Movies,Short-form,False,18-21,Basic,Mobile,Weekend Binger
3572,s7558,83,2025-07-23,0,s7558,Action & Adventure,Short-form,False,18-21,Premium,Mobile,Premium Loyalist
3963,s4438,94,2025-10-27,0,s4438,Dramas,Short-form,False,26-30,Premium,Mobile,Casual Scroller
2162,s373,52,2025-08-26,0,s373,Action & Adventure,Short-form,True,26-30,Basic,Laptop,Weekend Binger
2722,s7886,69,2025-02-04,0,s7886,Dramas,Short-form,True,18-21,Basic,Mobile,Weekend Binger
1631,s7482,77,2025-07-14,0,s7482,Dramas,Short-form,False,18-21,Basic,TV,Premium Loyalist
4184,s1233,73,2025-11-01,0,s1233,Comedies,Short-form,True,26-30,Basic,Laptop,Casual Scroller
4594,s5460,158,2025-04-12,1,s5460,Stand-Up Comedy & Talk Shows,Binge-worthy,True,18-21,Free,Laptop,Casual Scroller
4652,s4110,138,2025-01-16,1,s4110,Crime TV Shows,Binge-worthy,True,22-25,Basic,Mobile,Weekend Binger
4098,s3526,115,2025-01-28,0,s3526,Crime TV Shows,Binge-worthy,True,18-21,Basic,TV,Casual Scroller
1545,s2323,169,2025-06-10,1,s2323,International TV Shows,Binge-worthy,True,22-25,Basic,Mobile,Weekend Binger
1351,s2634,49,2025-10-04,0,s2634,Comedies,Short-form,False,22-25,Premium,Mobile,Casual Scroller
4226,s1786,111,2025-12-01,0,s1786,Comedies,Short-form,True,26-30,Basic,Mobile,Weekend Binger
1327,s3551,91,2025-04-27,0,s3551,Reality TV,Binge-worthy,False,22-25,Basic,Laptop,Casual Scroller
508,s5286,163,2025-07-15,1,s5286,TV Dramas,Binge-worthy,False,22-25,Premium,Laptop,Casual Scroller
880,s5405,24,2025-01-09,0,s5405,Crime TV Shows,Binge-worthy,True,22-25,Premium,Laptop,Casual Scroller
2074,s6291,77,2025-07-20,0,s6291,Comedies,Short-form,False,22-25,Premium,Mobile,Weekend Binger
1935,s2878,6,2025-10-19,0,s2878,TV Shows,Binge-worthy,False,22-25,Free,Laptop,Casual Scroller
884,s980,5,2025-03-07,0,s980,Comedies,Short-form,True,18-21,Free,Laptop,Weekend Binger
2119,s8416,128,2025-07-05,1,s8416,Action & Adventure,Short-form,True,18-21,Basic,Mobile,Weekend Binger
2073,s2291,11,2025-05-12,0,s2291,Comedies,Short-form,False,18-21,Basic,Mobile,Casual Scroller
2682,s2400,156,2025-05-17,1,s2400,Anime Series,Binge-worthy,False,18-21,Basic,TV,Weekend Binger
4952,s8172,168,2025-09-28,1,s8172,Action & Adventure,Short-form,True,18-21,Free,Mobile,Casual Scroller
916,s7001,29,2025-02-01,0,s7001,Documentaries,Short-form,False,18-21,Basic,Mobile,Weekend Binger
3229,s379,7,2025-10-22,0,s379,Documentaries,Short-form,False,18-21,Free,Mobile,Casual Scroller
3462,s7576,5,2025-07-01,0,s7576,Classic Movies,Short-form,True,18-21,Basic,Mobile,Premium Loyalist
735,s6248,71,2025-02-24,0,s6248,Comedies,Short-form,True,22-25,Basic,Laptop,Casual Scroller
2267,s601,30,2025-06-11,0,s601,Thrillers,Short-form,True,22-25,Basic,Mobile,Casual Scroller
1806,s4213,57,2025-01-22,0,s4213,Dramas,Short-form,False,26-30,Premium,Mobile,Weekend Binger
1074,s407,55,2025-01-27,0,s407,Children & Family Movies,Short-form,False,26-30,Basic,TV,Casual Scroller
814,s1393,43,2025-05-20,0,s1393,International TV Shows,Binge-worthy,True,18-21,Basic,TV,Weekend Binger
474,s1839,102,2025-04-25,0,s1839,Action & Adventure,Short-form,True,22-25,Basic,Mobile,Weekend Binger
3474,s7961,67,2025-03-09,0,s7961,Action & Adventure,Short-form,False,18-21,Premium,Mobile,Casual Scroller
3679,s6640,6,2025-06-12,0,s6640,Children & Family Movies,Short-form,False,26-30,Premium,Mobile,Weekend Binger
286,s1942,67,2025-10-11,0,s1942,Comedies,Short-form,False,22-25,Basic,Mobile,Casual Scroller
4142,s4773,55,2025-07-21,0,s4773,International TV Shows,Binge-worthy,False,18-21,Basic,Laptop,Casual Scroller
1348,s7505,174,2025-12-30,1,s7505,British TV Shows,Binge-worthy,False,18-21,Premium,Laptop,Weekend Binger
2865,s2301,37,2025-03-14,0,s2301,Comedies,Short-form,True,18-21,Basic,Mobile,Casual Scroller
1681,s5717,113,2025-09-18,0,s5717,British TV Shows,Binge-worthy,True,18-21,Free,TV,Weekend Binger
4478,s1916,87,2025-12-11,0,s1916,International TV Shows,Binge-worthy,True,22-25,Basic,Laptop,Premium Loyalist
665,s6636,144,2025-08-18,1,s6636,Reality TV,Binge-worthy,False,18-21,Basic,Laptop,Weekend Binger
556,s2902,116,2025-11-20,0,s2902,Children & Family Movies,Short-form,False,18-21,Premium,TV,Casual Scroller
2881,s3247,53,2025-09-10,0,s3247,Kids' TV,Binge-worthy,False,18-21,Free,Mobile,Weekend Binger
599,s4738,146,2025-08-29,1,s4738,Children & Family Movies,Short-form,False,26-30,Basic,Laptop,Casual Scroller
2364,s6882,149,2025-10-29,1,s6882,Dramas,Short-form,True,22-25,Free,Laptop,Casual Scroller
2542,s2174,112,2025-04-14,0,s2174,TV Comedies,Binge-worthy,False,22-25,Basic,TV,Casual Scroller
4275,s8190,115,2025-10-09,0,s8190,Classic & Cult TV,Binge-worthy,False,18-21,Basic,Mobile,Casual Scroller
